Customer_ID,Customer_Name,Gender,Age,City,Customer_Segment,Region
CUST0043,Customer_43,Male,35,Mumbai,Home Office,West
CUST0044,Customer_44,Female,22,Pune,Consumer,West
CUST0045,Customer_45,Male,20,Chennai,Home Office,South
CUST0046,Customer_46,Female,40,Ahmedabad,Consumer,West
CUST0047,Customer_47,Male,43,Pune,Home Office,West
CUST0048,Customer_48,Male,54,Ahmedabad,Consumer,West
CUST0049,Customer_49,Male,41,Bangalore,Consumer,South
CUST0050,Customer_50,Male,36,Hyderabad,Consumer,South
CUST0051,Customer_51,Female,42,Hyderabad,Consumer,South
CUST0052,Customer_52,Female,38,Bangalore,Consumer,South
CUST0053,Customer_53,Female,29,Chennai,Consumer,South
CUST0054,Customer_54,Female,58,Kolkata,Consumer,East
CUST0055,Customer_55,Female,50,Bangalore,Consumer,South
CUST0056,Customer_56,Female,21,Ahmedabad,Consumer,West
CUST0057,Customer_57,Male,59,Chennai,Corporate,South
CUST0058,Customer_58,Male,24,Delhi,Consumer,North
CUST0059,Customer_59,Male,39,Bangalore,Consumer,South
CUST0060,Customer_60,Male,50,Chennai,Consumer,South
CUST0061,Customer_61,Male,34,Bangalore,Corporate,South
CUST0062,Customer_62,Male,41,Bangalore,Consumer,South
CUST0063,Customer_63,Female,51,Kolkata,Corporate,East
CUST0064,Customer_64,Male,45,Kolkata,Home Office,East
CUST0065,Customer_65,Male,60,Ahmedabad,Corporate,West
CUST0066,Customer_66,Male,58,Chennai,Consumer,South
CUST0067,Customer_67,Male,56,Chennai,Consumer,South
CUST0068,Customer_68,Female,39,Mumbai,Corporate,West
CUST0069,Customer_69,Male,34,Bangalore,Consumer,South
CUST0070,Customer_70,Female,51,Hyderabad,Consumer,South
CUST0071,Customer_71,Female,23,Bangalore,Consumer,South
CUST0072,Customer_72,Male,63,Bangalore,Corporate,South
CUST0073,Customer_73,Male,23,Chennai,Consumer,South
CUST0074,Customer_74,Female,51,Bangalore,Corporate,South
CUST0075,Customer_75,Female,18,Pune,Consumer,West
CUST0076,Customer_76,Female,27,Bangalore,Consumer,South
CUST0077,Customer_77,Female,38,Pune,Consumer,West
CUST0078,Customer_78,Male,22,Kolkata,Consumer,East
CUST0079,Customer_79,Male,19,Hyderabad,Home Office,South
CUST0080,Customer_80,Male,39,Ahmedabad,Home Office,West
CUST0081,Customer_81,Female,19,Chennai,Corporate,South
CUST0082,Customer_82,Female,27,Bangalore,Consumer,South
CUST0083,Customer_83,Male,51,Pune,Corporate,West
CUST0084,Customer_84,Male,33,Pune,Consumer,West
CUST0085,Customer_85,Male,56,Kolkata,Consumer,East
CUST0086,Customer_86,Male,39,Pune,Consumer,West
CUST0087,Customer_87,Female,29,Ahmedabad,Consumer,West
CUST0088,Customer_88,Female,41,Delhi,Corporate,North
CUST0089,Customer_89,Female,64,Mumbai,Home Office,West
CUST0090,Customer_90,Male,57,Ahmedabad,Consumer,West
CUST0091,Customer_91,Male,55,Hyderabad,Corporate,South
CUST0092,Customer_92,Female,27,Ahmedabad,Consumer,West
CUST0093,Customer_93,Female,52,Kolkata,Consumer,East
CUST0094,Customer_94,Female,49,Kolkata,Consumer,East
CUST0095,Customer_95,Female,24,Ahmedabad,Consumer,West
CUST0096,Customer_96,Male,38,Bangalore,Consumer,South
CUST0097,Customer_97,Male,37,Delhi,Consumer,North
CUST0098,Customer_98,Male,43,Bangalore,Corporate,South
CUST0099,Customer_99,Male,21,Bangalore,Corporate,South
CUST0100,Customer_100,Male,63,Ahmedabad,Consumer,West
CUST0101,Customer_101,Male,39,Chennai,Home Office,South
CUST0102,Customer_102,Female,32,Chennai,Consumer,South
CUST0103,Customer_103,Male,57,Chennai,Consumer,South
CUST0104,Customer_104,Male,38,Delhi,Corporate,North
CUST0105,Customer_105,Female,32,Bangalore,Consumer,South
CUST0106,Customer_106,Male,39,Mumbai,Consumer,West
CUST0107,Customer_107,Male,45,Hyderabad,Consumer,South
CUST0108,Customer_108,Female,31,Chennai,Consumer,South
CUST0109,Customer_109,Male,44,Chennai,Corporate,South
CUST0110,Customer_110,Male,58,Kolkata,Consumer,East
CUST0111,Customer_111,Male,57,Bangalore,Consumer,South
CUST0112,Customer_112,Male,45,Bangalore,Consumer,South
CUST0113,Customer_113,Female,43,Delhi,Corporate,North
CUST0114,Customer_114,Female,19,Delhi,Consumer,North
CUST0115,Customer_115,Female,42,Chennai,Corporate,South
CUST0116,Customer_116,Female,20,Bangalore,Consumer,South
CUST0117,Customer_117,Female,25,Mumbai,Consumer,West
CUST0118,Customer_118,Male,61,Hyderabad,Consumer,South
CUST0119,Customer_119,Female,50,Ahmedabad,Consumer,West
CUST0120,Customer_120,Male,59,Bangalore,Consumer,South
CUST0121,Customer_121,Female,52,Kolkata,Consumer,East
CUST0122,Customer_122,Female,23,Ahmedabad,Home Office,West
CUST0123,Customer_123,Male,56,Bangalore,Consumer,South
CUST0124,Customer_124,Male,40,Pune,Corporate,West
CUST0125,Customer_125,Male,42,Delhi,Consumer,North
CUST0126,Customer_126,Male,60,Kolkata,Consumer,East
CUST0127,Customer_127,Female,36,Hyderabad,Consumer,South
CUST0128,Customer_128,Female,22,Chennai,Home Office,South
CUST0129,Customer_129,Male,28,Kolkata,Consumer,East
CUST0130,Customer_130,Male,29,Bangalore,Consumer,South
CUST0131,Customer_131,Male,27,Chennai,Consumer,South
CUST0132,Customer_132,Male,25,Bangalore,Consumer,South
CUST0133,Customer_133,Male,41,Chennai,Consumer,South
CUST0134,Customer_134,Male,45,Hyderabad,Consumer,South
CUST0135,Customer_135,Female,58,Delhi,Consumer,North
CUST0136,Customer_136,Male,53,Hyderabad,Consumer,South
CUST0137,Customer_137,Male,54,Pune,Corporate,West
CUST0138,Customer_138,Female,38,Mumbai,Consumer,West
CUST0139,Customer_139,Male,25,Delhi,Consumer,North
CUST0140,Customer_140,Female,26,Hyderabad,Consumer,South
CUST0141,Customer_141,Female,64,Pune,Consumer,West
CUST0142,Customer_142,Male,32,Mumbai,Consumer,West
CUST0143,Customer_143,Male,63,Pune,Consumer,West
CUST0144,Customer_144,Male,57,Bangalore,Consumer,South
CUST0145,Customer_145,Male,35,Ahmedabad,Consumer,West
CUST0146,Customer_146,Male,59,Bangalore,Consumer,South
CUST0147,Customer_147,Female,37,Chennai,Consumer,South
CUST0148,Customer_148,Male,23,Delhi,Corporate,North
CUST0149,Customer_149,Male,29,Bangalore,Consumer,South
CUST0150,Customer_150,Male,19,Kolkata,Consumer,East
CUST0151,Customer_151,Female,24,Pune,Consumer,West
CUST0152,Customer_152,Male,33,Delhi,Consumer,North
CUST0153,Customer_153,Male,20,Ahmedabad,Consumer,West
CUST0154,Customer_154,Male,62,Kolkata,Consumer,East
CUST0155,Customer_155,Female,20,Bangalore,Corporate,South
CUST0156,Customer_156,Male,44,Chennai,Consumer,South
CUST0157,Customer_157,Female,60,Hyderabad,Consumer,South
CUST0158,Customer_158,Female,57,Chennai,Consumer,South
CUST0159,Customer_159,Male,55,Kolkata,Consumer,East
CUST0160,Customer_160,Female,50,Mumbai,Consumer,West
CUST0161,Customer_161,Male,45,Bangalore,Corporate,South
CUST0162,Customer_162,Female,18,Kolkata,Consumer,East
CUST0163,Customer_163,Female,25,Mumbai,Corporate,West
CUST0164,Customer_164,Male,54,Mumbai,Corporate,West
CUST0165,Customer_165,Male,49,Pune,Corporate,West
CUST0166,Customer_166,Female,60,Delhi,Consumer,North
CUST0167,Customer_167,Male,54,Pune,Consumer,West
CUST0168,Customer_168,Male,21,Bangalore,Consumer,South
CUST0169,Customer_169,Male,47,Mumbai,Consumer,West
CUST0170,Customer_170,Female,23,Ahmedabad,Consumer,West
CUST0171,Customer_171,Female,63,Kolkata,Home Office,East
CUST0172,Customer_172,Male,36,Hyderabad,Consumer,South
CUST0173,Customer_173,Male,49,Mumbai,Consumer,West
CUST0174,Customer_174,Male,26,Kolkata,Consumer,East
CUST0175,Customer_175,Female,29,Ahmedabad,Consumer,West
CUST0176,Customer_176,Male,28,Hyderabad,Consumer,South
CUST0177,Customer_177,Female,63,Pune,Corporate,West
CUST0178,Customer_178,Male,33,Pune,Corporate,West
CUST0179,Customer_179,Female,18,Delhi,Corporate,North
CUST0180,Customer_180,Male,62,Kolkata,Home Office,East
CUST0181,Customer_181,Male,38,Mumbai,Corporate,West
CUST0182,Customer_182,Male,47,Chennai,Consumer,South
CUST0183,Customer_183,Female,30,Pune,Corporate,West
CUST0184,Customer_184,Female,51,Pune,Consumer,West
CUST0185,Customer_185,Male,21,Delhi,Consumer,North
CUST0186,Customer_186,Female,45,Hyderabad,Consumer,South
CUST0187,Customer_187,Female,55,Delhi,Consumer,North
CUST0188,Customer_188,Female,48,Ahmedabad,Consumer,West
CUST0189,Customer_189,Male,44,Mumbai,Consumer,West
CUST0190,Customer_190,Male,22,Kolkata,Consumer,East
CUST0191,Customer_191,Male,42,Bangalore,Home Office,South
CUST0192,Customer_192,Female,20,Bangalore,Consumer,South
CUST0193,Customer_193,Female,50,Kolkata,Consumer,East
CUST0194,Customer_194,Female,21,Hyderabad,Consumer,South
CUST0195,Customer_195,Male,42,Ahmedabad,Consumer,West
CUST0196,Customer_196,Male,37,Pune,Home Office,West
CUST0197,Customer_197,Female,51,Hyderabad,Consumer,South
CUST0198,Customer_198,Female,43,Pune,Consumer,West
CUST0199,Customer_199,Female,22,Pune,Corporate,West
CUST0200,Customer_200,Female,52,Bangalore,Home Office,South
CUST0201,Customer_201,Female,45,Hyderabad,Consumer,South
CUST0202,Customer_202,Male,46,Ahmedabad,Corporate,West
CUST0203,Customer_203,Male,26,Delhi,Consumer,North
CUST0204,Customer_204,Female,55,Pune,Consumer,West
CUST0205,Customer_205,Female,23,Chennai,Consumer,South
CUST0206,Customer_206,Male,36,Chennai,Home Office,South
CUST0207,Customer_207,Male,61,Delhi,Consumer,North
CUST0208,Customer_208,Female,28,Chennai,Consumer,South
CUST0209,Customer_209,Male,19,Mumbai,Consumer,West
CUST0210,Customer_210,Male,64,Pune,Consumer,West
CUST0211,Customer_211,Male,61,Delhi,Consumer,North
CUST0212,Customer_212,Female,61,Hyderabad,Home Office,South
CUST0213,Customer_213,Female,26,Pune,Consumer,West
CUST0214,Customer_214,Male,38,Delhi,Consumer,North
CUST0215,Customer_215,Female,41,Bangalore,Corporate,South
CUST0216,Customer_216,Male,51,Ahmedabad,Consumer,West
CUST0217,Customer_217,Male,39,Hyderabad,Consumer,South
CUST0218,Customer_218,Female,20,Ahmedabad,Consumer,West
CUST0219,Customer_219,Female,29,Bangalore,Consumer,South
CUST0220,Customer_220,Female,45,Pune,Consumer,West
CUST0221,Customer_221,Female,47,Hyderabad,Consumer,South
CUST0222,Customer_222,Female,43,Ahmedabad,Consumer,West
CUST0223,Customer_223,Male,38,Chennai,Consumer,South
CUST0224,Customer_224,Male,45,Ahmedabad,Home Office,West
CUST0225,Customer_225,Male,43,Delhi,Corporate,North
CUST0226,Customer_226,Male,50,Pune,Corporate,West
CUST0227,Customer_227,Female,38,Mumbai,Corporate,West
CUST0228,Customer_228,Male,52,Ahmedabad,Consumer,West
CUST0229,Customer_229,Female,51,Hyderabad,Corporate,South
CUST0230,Customer_230,Female,58,Hyderabad,Consumer,South
CUST0231,Customer_231,Female,64,Kolkata,Corporate,East
CUST0232,Customer_232,Male,35,Ahmedabad,Consumer,West
CUST0233,Customer_233,Female,28,Pune,Consumer,West
CUST0234,Customer_234,Male,40,Pune,Corporate,West
CUST0235,Customer_235,Male,39,Bangalore,Home Office,South
CUST0236,Customer_236,Female,34,Kolkata,Consumer,East
CUST0237,Customer_237,Male,22,Ahmedabad,Corporate,West
CUST0238,Customer_238,Male,61,Chennai,Consumer,South
CUST0239,Customer_239,Female,28,Bangalore,Consumer,South
CUST0240,Customer_240,Male,47,Kolkata,Consumer,East
CUST0241,Customer_241,Female,32,Ahmedabad,Consumer,West
CUST0242,Customer_242,Female,44,Ahmedabad,Home Office,West
CUST0243,Customer_243,Female,52,Bangalore,Home Office,South
CUST0244,Customer_244,Male,50,Chennai,Corporate,South
CUST0245,Customer_245,Male,37,Kolkata,Consumer,East
CUST0246,Customer_246,Female,33,Ahmedabad,Home Office,West
CUST0247,Customer_247,Male,51,Ahmedabad,Consumer,West
CUST0248,Customer_248,Female,19,Kolkata,Home Office,East
CUST0249,Customer_249,Female,52,Mumbai,Consumer,West
CUST0250,Customer_250,Female,57,Bangalore,Consumer,South
CUST0251,Customer_251,Male,45,Bangalore,Corporate,South
CUST0252,Customer_252,Male,64,Hyderabad,Consumer,South
CUST0253,Customer_253,Female,56,Chennai,Consumer,South
CUST0254,Customer_254,Male,23,Delhi,Consumer,North
CUST0255,Customer_255,Male,26,Mumbai,Consumer,West
CUST0256,Customer_256,Female,37,Kolkata,Consumer,East
CUST0257,Customer_257,Female,18,Kolkata,Consumer,East
CUST0258,Customer_258,Female,25,Kolkata,Consumer,East
CUST0259,Customer_259,Female,40,Mumbai,Consumer,West
CUST0260,Customer_260,Male,20,Ahmedabad,Corporate,West
CUST0261,Customer_261,Female,21,Kolkata,Consumer,East
CUST0262,Customer_262,Female,42,Kolkata,Home Office,East
CUST0263,Customer_263,Male,64,Chennai,Home Office,South
CUST0264,Customer_264,Male,55,Pune,Consumer,West
CUST0265,Customer_265,Female,32,Pune,Corporate,West
CUST0266,Customer_266,Female,38,Hyderabad,Corporate,South
CUST0267,Customer_267,Female,52,Hyderabad,Home Office,South
CUST0268,Customer_268,Female,63,Kolkata,Consumer,East
CUST0269,Customer_269,Male,31,Chennai,Consumer,South
CUST0270,Customer_270,Male,53,Kolkata,Consumer,East
CUST0271,Customer_271,Female,29,Hyderabad,Consumer,South
CUST0272,Customer_272,Female,34,Mumbai,Consumer,West
CUST0273,Customer_273,Female,56,Mumbai,Consumer,West
CUST0274,Customer_274,Female,26,Ahmedabad,Home Office,West
CUST0275,Customer_275,Male,52,Delhi,Home Office,North
CUST0276,Customer_276,Male,30,Pune,Consumer,West
CUST0277,Customer_277,Female,32,Chennai,Consumer,South
CUST0278,Customer_278,Female,35,Bangalore,Consumer,South
CUST0279,Customer_279,Female,50,Pune,Corporate,West
CUST0280,Customer_280,Female,23,Bangalore,Corporate,South
CUST0281,Customer_281,Female,44,Delhi,Consumer,North
CUST0282,Customer_282,Male,40,Delhi,Consumer,North
CUST0283,Customer_283,Male,44,Kolkata,Consumer,East
CUST0284,Customer_284,Male,51,Hyderabad,Consumer,South
CUST0285,Customer_285,Female,63,Delhi,Consumer,North
CUST0286,Customer_286,Male,55,Delhi,Corporate,North
CUST0287,Customer_287,Male,31,Bangalore,Home Office,South
CUST0288,Customer_288,Male,53,Hyderabad,Home Office,South
CUST0289,Customer_289,Male,25,Delhi,Home Office,North
CUST0290,Customer_290,Female,52,Pune,Consumer,West
CUST0291,Customer_291,Male,36,Ahmedabad,Consumer,West
CUST0292,Customer_292,Male,47,Delhi,Corporate,North
CUST0293,Customer_293,Female,31,Ahmedabad,Home Office,West
CUST0294,Customer_294,Male,37,Hyderabad,Consumer,South
CUST0295,Customer_295,Male,42,Kolkata,Consumer,East
CUST0296,Customer_296,Male,57,Chennai,Consumer,South
CUST0297,Customer_297,Female,41,Hyderabad,Consumer,South
CUST0298,Customer_298,Male,31,Bangalore,Consumer,South
CUST0299,Customer_299,Female,43,Chennai,Consumer,South
CUST0300,Customer_300,Male,55,Pune,Consumer,West
CUST0301,Customer_301,Male,40,Mumbai,Consumer,West
CUST0302,Customer_302,Male,39,Ahmedabad,Home Office,West
CUST0303,Customer_303,Male,36,Ahmedabad,Consumer,West
CUST0304,Customer_304,Female,63,Ahmedabad,Corporate,West
CUST0305,Customer_305,Female,20,Hyderabad,Consumer,South
CUST0306,Customer_306,Female,59,Ahmedabad,Home Office,West
CUST0307,Customer_307,Male,36,Kolkata,Consumer,East
CUST0308,Customer_308,Male,26,Ahmedabad,Home Office,West
CUST0309,Customer_309,Female,45,Bangalore,Consumer,South
CUST0310,Customer_310,Male,37,Pune,Home Office,West
CUST0311,Customer_311,Male,62,Ahmedabad,Home Office,West
CUST0312,Customer_312,Male,24,Ahmedabad,Consumer,West
CUST0313,Customer_313,Male,31,Chennai,Consumer,South
CUST0314,Customer_314,Female,26,Pune,Consumer,West
CUST0315,Customer_315,Female,36,Ahmedabad,Consumer,West
CUST0316,Customer_316,Female,64,Hyderabad,Consumer,South
CUST0317,Customer_317,Male,31,Delhi,Consumer,North
CUST0318,Customer_318,Male,55,Kolkata,Consumer,East
CUST0319,Customer_319,Male,53,Hyderabad,Consumer,South
CUST0320,Customer_320,Male,57,Mumbai,Consumer,West
CUST0321,Customer_321,Male,34,Hyderabad,Consumer,South
CUST0322,Customer_322,Female,47,Chennai,Consumer,South
CUST0323,Customer_323,Female,26,Chennai,Consumer,South
CUST0324,Customer_324,Male,50,Ahmedabad,Consumer,West
CUST0325,Customer_325,Female,42,Hyderabad,Consumer,South
CUST0326,Customer_326,Female,31,Chennai,Home Office,South
CUST0327,Customer_327,Female,28,Delhi,Consumer,North
CUST0328,Customer_328,Female,52,Pune,Consumer,West
CUST0329,Customer_329,Male,58,Hyderabad,Consumer,South
CUST0330,Customer_330,Male,31,Kolkata,Corporate,East
CUST0331,Customer_331,Male,47,Delhi,Home Office,North
CUST0332,Customer_332,Female,58,Ahmedabad,Home Office,West
CUST0333,Customer_333,Male,21,Pune,Corporate,West
CUST0334,Customer_334,Male,21,Kolkata,Consumer,East
CUST0335,Customer_335,Male,45,Ahmedabad,Consumer,West
CUST0336,Customer_336,Male,25,Kolkata,Consumer,East
CUST0337,Customer_337,Female,19,Ahmedabad,Home Office,West
CUST0338,Customer_338,Female,58,Kolkata,Corporate,East
CUST0339,Customer_339,Male,63,Pune,Corporate,West
CUST0340,Customer_340,Male,39,Delhi,Consumer,North
CUST0341,Customer_341,Male,58,Kolkata,Corporate,East
CUST0342,Customer_342,Male,33,Kolkata,Consumer,East
CUST0343,Customer_343,Male,46,Bangalore,Consumer,South
CUST0344,Customer_344,Male,47,Hyderabad,Consumer,South
CUST0345,Customer_345,Male,29,Pune,Consumer,West
CUST0346,Customer_346,Female,52,Ahmedabad,Consumer,West
CUST0347,Customer_347,Female,28,Pune,Home Office,West
CUST0348,Customer_348,Male,63,Chennai,Consumer,South
CUST0349,Customer_349,Male,38,Ahmedabad,Consumer,West
CUST0350,Customer_350,Female,38,Pune,Consumer,West
CUST0351,Customer_351,Male,22,Delhi,Consumer,North
CUST0352,Customer_352,Female,37,Ahmedabad,Corporate,West
CUST0353,Customer_353,Female,54,Ahmedabad,Corporate,West
CUST0354,Customer_354,Male,20,Pune,Corporate,West
CUST0355,Customer_355,Male,61,Ahmedabad,Home Office,West
CUST0356,Customer_356,Female,50,Bangalore,Corporate,South
CUST0357,Customer_357,Male,26,Hyderabad,Consumer,South
CUST0358,Customer_358,Female,26,Ahmedabad,Corporate,West
CUST0359,Customer_359,Female,21,Hyderabad,Consumer,South
CUST0360,Customer_360,Female,52,Pune,Consumer,West
CUST0361,Customer_361,Male,34,Kolkata,Consumer,East
CUST0362,Customer_362,Female,51,Mumbai,Corporate,West
CUST0363,Customer_363,Male,41,Mumbai,Corporate,West
CUST0364,Customer_364,Male,49,Kolkata,Consumer,East
CUST0365,Customer_365,Female,18,Kolkata,Corporate,East
CUST0366,Customer_366,Male,25,Kolkata,Home Office,East
CUST0367,Customer_367,Female,62,Delhi,Consumer,North
CUST0368,Customer_368,Female,40,Mumbai,Consumer,West
CUST0369,Customer_369,Male,64,Kolkata,Corporate,East
CUST0370,Customer_370,Male,57,Delhi,Consumer,North
CUST0371,Customer_371,Male,29,Chennai,Consumer,South
CUST0372,Customer_372,Male,29,Ahmedabad,Consumer,West
CUST0373,Customer_373,Male,63,Delhi,Consumer,North
CUST0374,Customer_374,Female,64,Mumbai,Corporate,West
CUST0375,Customer_375,Male,32,Pune,Corporate,West
CUST0376,Customer_376,Male,58,Chennai,Corporate,South
CUST0377,Customer_377,Female,36,Mumbai,Home Office,West
CUST0378,Customer_378,Male,43,Ahmedabad,Corporate,West
CUST0379,Customer_379,Female,46,Delhi,Corporate,North
CUST0380,Customer_380,Male,39,Bangalore,Consumer,South
CUST0381,Customer_381,Male,57,Hyderabad,Consumer,South
CUST0382,Customer_382,Female,38,Ahmedabad,Consumer,West
CUST0383,Customer_383,Female,55,Mumbai,Corporate,West
CUST0384,Customer_384,Female,37,Kolkata,Consumer,East
CUST0385,Customer_385,Female,46,Delhi,Consumer,North
CUST0386,Customer_386,Female,21,Kolkata,Consumer,East
CUST0387,Customer_387,Male,24,Kolkata,Corporate,East
CUST0388,Customer_388,Male,45,Kolkata,Home Office,East
CUST0389,Customer_389,Female,45,Kolkata,Consumer,East
CUST0390,Customer_390,Female,21,Kolkata,Home Office,East
CUST0391,Customer_391,Female,39,Chennai,Consumer,South
CUST0392,Customer_392,Male,29,Mumbai,Consumer,West
CUST0393,Customer_393,Male,62,Ahmedabad,Home Office,West
CUST0394,Customer_394,Female,20,Mumbai,Consumer,West
CUST0395,Customer_395,Male,39,Ahmedabad,Home Office,West
CUST0396,Customer_396,Female,61,Hyderabad,Consumer,South
CUST0397,Customer_397,Female,19,Delhi,Consumer,North
CUST0398,Customer_398,Male,41,Bangalore,Home Office,South
CUST0399,Customer_399,Female,51,Chennai,Consumer,South
CUST0400,Customer_400,Female,44,Delhi,Home Office,North
CUST0401,Customer_401,Male,58,Chennai,Home Office,South
CUST0402,Customer_402,Female,18,Ahmedabad,Consumer,West
CUST0403,Customer_403,Male,25,Mumbai,Consumer,West
CUST0404,Customer_404,Female,40,Kolkata,Consumer,East
CUST0405,Customer_405,Male,55,Hyderabad,Consumer,South
CUST0406,Customer_406,Female,23,Hyderabad,Consumer,South
CUST0407,Customer_407,Male,39,Pune,Consumer,West
CUST0408,Customer_408,Male,42,Bangalore,Consumer,South
CUST0409,Customer_409,Female,35,Hyderabad,Consumer,South
CUST0410,Customer_410,Male,34,Kolkata,Home Office,East
CUST0411,Customer_411,Male,29,Mumbai,Corporate,West
CUST0412,Customer_412,Female,23,Bangalore,Corporate,South
CUST0413,Customer_413,Female,43,Ahmedabad,Consumer,West
CUST0414,Customer_414,Female,44,Delhi,Corporate,North
CUST0415,Customer_415,Female,25,Ahmedabad,Consumer,West
CUST0416,Customer_416,Male,36,Kolkata,Corporate,East
CUST0417,Customer_417,Male,59,Kolkata,Home Office,East
CUST0418,Customer_418,Male,18,Hyderabad,Consumer,South
CUST0419,Customer_419,Female,46,Bangalore,Corporate,South
CUST0420,Customer_420,Female,62,Mumbai,Corporate,West
CUST0421,Customer_421,Female,52,Ahmedabad,Home Office,West
CUST0422,Customer_422,Female,57,Pune,Corporate,West
CUST0423,Customer_423,Male,31,Ahmedabad,Consumer,West
CUST0424,Customer_424,Male,52,Chennai,Consumer,South
CUST0425,Customer_425,Male,62,Chennai,Consumer,South
CUST0426,Customer_426,Male,37,Mumbai,Corporate,West
CUST0427,Customer_427,Male,30,Mumbai,Consumer,West
CUST0428,Customer_428,Female,55,Chennai,Home Office,South
CUST0429,Customer_429,Male,63,Pune,Consumer,West
CUST0430,Customer_430,Male,25,Bangalore,Consumer,South
CUST0431,Customer_431,Male,60,Chennai,Consumer,South
CUST0432,Customer_432,Female,37,Mumbai,Corporate,West
CUST0433,Customer_433,Female,50,Hyderabad,Consumer,South
CUST0434,Customer_434,Male,43,Delhi,Consumer,North
CUST0435,Customer_435,Male,56,Pune,Consumer,West
CUST0436,Customer_436,Female,38,Kolkata,Consumer,East
CUST0437,Customer_437,Male,59,Pune,Consumer,West
CUST0438,Customer_438,Female,60,Hyderabad,Corporate,South
CUST0439,Customer_439,Female,58,Hyderabad,Consumer,South
CUST0440,Customer_440,Male,26,Kolkata,Consumer,East
CUST0441,Customer_441,Male,41,Ahmedabad,Corporate,West
CUST0442,Customer_442,Female,54,Mumbai,Home Office,West
CUST0443,Customer_443,Male,58,Chennai,Consumer,South
CUST0444,Customer_444,Male,34,Ahmedabad,Consumer,West
CUST0445,Customer_445,Female,41,Bangalore,Home Office,South
CUST0446,Customer_446,Female,38,Pune,Home Office,West
CUST0447,Customer_447,Female,56,Kolkata,Corporate,East
CUST0448,Customer_448,Female,58,Pune,Consumer,West
CUST0449,Customer_449,Male,56,Ahmedabad,Consumer,West
CUST0450,Customer_450,Male,30,Hyderabad,Corporate,South
CUST0451,Customer_451,Female,28,Chennai,Consumer,South
CUST0452,Customer_452,Female,63,Pune,Consumer,West
CUST0453,Customer_453,Male,36,Bangalore,Corporate,South
CUST0454,Customer_454,Female,28,Hyderabad,Corporate,South
CUST0455,Customer_455,Male,30,Bangalore,Consumer,South
CUST0456,Customer_456,Male,63,Chennai,Corporate,South
CUST0457,Customer_457,Male,62,Pune,Consumer,West
CUST0458,Customer_458,Male,18,Delhi,Consumer,North
CUST0459,Customer_459,Male,57,Ahmedabad,Corporate,West
CUST0460,Customer_460,Male,61,Pune,Consumer,West
CUST0461,Customer_461,Male,36,Ahmedabad,Consumer,West
CUST0462,Customer_462,Female,29,Chennai,Home Office,South
CUST0463,Customer_463,Female,25,Pune,Consumer,West
CUST0464,Customer_464,Female,25,Ahmedabad,Consumer,West
